mep_id;name;profile_url;email;x_url;x_handle;political_group;country;national_party;country_and_national_party
256829;HomeSakis ARNAOUTOGLOU;https://www.europarl.europa.eu/meps/en/256829;sakis.arnaoutoglou@europarl.europa.eu;https://x.com/S_Arnaoutoglou;S_Arnaoutoglou;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Greece;PASOK-KINAL (Greece);"Greece
						 
							 - PASOK-KINAL (Greece)"
256951;HomeAnja ARNDT;https://www.europarl.europa.eu/meps/en/256951;anja.arndt@europarl.europa.eu;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
197701;HomeKonstantinos ARVANITIS;https://www.europarl.europa.eu/meps/en/197701;konstantinos.arvanitis@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Greece;Coalition of the Radical Left (Greece);"Greece
						 
							 - Coalition of the Radical Left (Greece)"
257015;HomeJaume ASENS LLODRÀ;https://www.europarl.europa.eu/meps/en/257015;jaume.asens@europarl.europa.eu;;;Group of the Greens/European Free Alliance;Spain;Movimiento Sumar (Spain);"Spain
						 
							 - Movimiento Sumar (Spain)"
28307;HomeFrancisco ASSIS;https://www.europarl.europa.eu/meps/en/28307;francisco.assis@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Portugal;Partido Socialista (Portugal);"Portugal
						 
							 - Partido Socialista (Portugal)"
256934;HomeDaniel ATTARD;https://www.europarl.europa.eu/meps/en/256934;daniel.attard@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Malta;Partit Laburista (Malta);"Malta
						 
							 - Partit Laburista (Malta)"
197533;HomeManon AUBRY;https://www.europarl.europa.eu/meps/en/197533;manon.aubry@europarl.europa.eu;https://twitter.com/manonaubryfr;manonaubryfr;The Left group in the European Parliament - GUE/NGL;France;La France Insoumise (France);"France
						 
							 - La France Insoumise (France)"
256929;HomeRené AUST;https://www.europarl.europa.eu/meps/en/256929;rene.aust@europarl.europa.eu;https://x.com/Rene_Aust?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;Rene_Aust;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
124766;HomePetras AUŠTREVIČIUS;https://www.europarl.europa.eu/meps/en/124766;petras.austrevicius@europarl.europa.eu;https://twitter.com/petras_petras;petras_petras;Renew Europe Group;Lithuania;Liberalų sąjūdis (Lithuania);"Lithuania
						 
							 - Liberalų sąjūdis (Lithuania)"
257117;HomeAdrian-George AXINIA;https://www.europarl.europa.eu/meps/en/257117;adrian-george.axinia@europarl.europa.eu;;;European Conservatives and Reformists Group;Romania;Alianța pentru Unirea Românilor (Romania);"Romania
						 
							 - Alianța pentru Unirea Românilor (Romania)"
197781;HomeMalik AZMANI;https://www.europarl.europa.eu/meps/en/197781;malik.azmani@europarl.europa.eu;https://twitter.com/MalikAzmani;MalikAzmani;Renew Europe Group;Netherlands;Volkspartij voor Vrijheid en Democratie (Netherlands);"Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)"
256936;HomeThomas BAJADA;https://www.europarl.europa.eu/meps/en/256936;thomas.bajada@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Malta;Partit Laburista (Malta);"Malta
						 
							 - Partit Laburista (Malta)"
257003;HomeJeannette BALJEU;https://www.europarl.europa.eu/meps/en/257003;jeannettenicole.baljeu@europarl.europa.eu;;;Renew Europe Group;Netherlands;Volkspartij voor Vrijheid en Democratie (Netherlands);"Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)"
247735;HomeLaura BALLARÍN CEREZA;https://www.europarl.europa.eu/meps/en/247735;laura.ballarincereza@europarl.europa.eu;https://x.com/lauballarin;lauballarin;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
131580;HomeJordan BARDELLA;https://www.europarl.europa.eu/meps/en/131580;jordan.bardella@europarl.europa.eu;https://twitter.com/J_Bardella;J_Bardella;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
197433;HomeKatarina BARLEY;https://www.europarl.europa.eu/meps/en/197433;katarina.barley@europarl.europa.eu;https://twitter.com/KATARINABARLEY;KATARINABARLEY;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
257110;HomeDan BARNA;https://www.europarl.europa.eu/meps/en/257110;dan.barna@europarl.europa.eu;;;Renew Europe Group;Romania;Uniunea Salvați România (Romania);"Romania
						 
							 - Uniunea Salvați România (Romania)"
197684;HomePernando BARRENA ARZA;https://www.europarl.europa.eu/meps/en/197684;pernando.barrena@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Spain;EH BILDU (Spain);"Spain
						 
							 - EH BILDU (Spain)"
257000;HomeStephen Nikola BARTULICA;https://www.europarl.europa.eu/meps/en/257000;stephennikola.bartulica@europarl.europa.eu;https://x.com/stjepobartulica;stjepobartulica;European Conservatives and Reformists Group;Croatia;Dom i nacionalno okupljanje (Croatia);"Croatia
						 
							 - Dom i nacionalno okupljanje (Croatia)"
256852;HomeNikola BARTŮŠEK;https://www.europarl.europa.eu/meps/en/256852;nikola.bartusek@europarl.europa.eu;https://x.com/nikola_bartusek;nikola_bartusek;Patriots for Europe Group;Czechia;Přísaha (Czechia);"Czechia
						 
							 - Přísaha (Czechia)"
256948;HomeArno BAUSEMER;https://www.europarl.europa.eu/meps/en/256948;arno.bausemer@europarl.europa.eu;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
124760;HomeNicolas BAY;https://www.europarl.europa.eu/meps/en/124760;nicolas.bay@europarl.europa.eu;https://twitter.com/NicolasBay_;NicolasBay_;European Conservatives and Reformists Group;France;Identité Libertés (France);"France
						 
							 - Identité Libertés (France)"
261797;HomeChristophe BAY;https://www.europarl.europa.eu/meps/en/261797;christophe.bay@europarl.europa.eu;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
256887;HomeWouter BEKE;https://www.europarl.europa.eu/meps/en/256887;wouter.beke@europarl.europa.eu;https://x.com/wbeke?mx=2;wbeke;Group of the European People's Party (Christian Democrats);Belgium;Christen-Democratisch & Vlaams (Belgium);"Belgium
						 
							 - Christen-Democratisch & Vlaams (Belgium)"
256947;HomeFredis BELERIS;https://www.europarl.europa.eu/meps/en/256947;fredis.beleris@europarl.europa.eu;https://x.com/fredisbeleris;fredisbeleris;Group of the European People's Party (Christian Democrats);Greece;Nea Demokratia (Greece);"Greece
						 
							 - Nea Demokratia (Greece)"
197534;HomeFrançois-Xavier BELLAMY;https://www.europarl.europa.eu/meps/en/197534;fxbellamy@europarl.europa.eu;https://twitter.com/fxbellamy;fxbellamy;Group of the European People's Party (Christian Democrats);France;Les Républicains (France);"France
						 
							 - Les Républicains (France)"
197658;HomeDragoş BENEA;https://www.europarl.europa.eu/meps/en/197658;adrian-dragos.benea@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Romania;Partidul Social Democrat (Romania);"Romania
						 
							 - Partidul Social Democrat (Romania)"
124867;HomeBrando BENIFEI;https://www.europarl.europa.eu/meps/en/124867;brando.benifei@europarl.europa.eu;https://twitter.com/brandobenifei;brandobenifei;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
197679;HomeIsabel BENJUMEA BENJUMEA;https://www.europarl.europa.eu/meps/en/197679;isabel.benjumea@europarl.europa.eu;https://twitter.com/IsabelBenjumea;IsabelBenjumea;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
23868;HomeMonika BEŇOVÁ;https://www.europarl.europa.eu/meps/en/23868;monika.benova@europarl.europa.eu;;;Non-attached Members;Slovakia;SMER-Sociálna demokracia (Slovakia);"Slovakia
						 
							 - SMER-Sociálna demokracia (Slovakia)"
197408;HomeHildegard BENTELE;https://www.europarl.europa.eu/meps/en/197408;hildegard.bentele@europarl.europa.eu;https://twitter.com/hildebentele;hildebentele;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
197778;HomeTom BERENDSEN;https://www.europarl.europa.eu/meps/en/197778;tom.berendsen@europarl.europa.eu;https://twitter.com/tbwberendsen;tbwberendsen;Group of the European People's Party (Christian Democrats);Netherlands;Christen Democratisch Appèl (Netherlands);"Netherlands
						 
							 - Christen Democratisch Appèl (Netherlands)"
197410;HomeStefan BERGER;https://www.europarl.europa.eu/meps/en/197410;stefan.berger@europarl.europa.eu;https://twitter.com/DrStefanBerger;DrStefanBerger;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
256960;HomeSibylle BERG;https://www.europarl.europa.eu/meps/en/256960;sibylle.berg@europarl.europa.eu;https://x.com/SibylleBerg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;SibylleBerg;Non-attached Members;Germany;Die PARTEI (Germany);"Germany
						 
							 - Die PARTEI (Germany)"
4746;HomeSergio BERLATO;https://www.europarl.europa.eu/meps/en/4746;sergio.berlato@europarl.europa.eu;https://twitter.com/SERGIOBERLATO;SERGIOBERLATO;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
197648;HomeAlexander BERNHUBER;https://www.europarl.europa.eu/meps/en/197648;alexander.bernhuber@europarl.europa.eu;;;Group of the European People's Party (Christian Democrats);Austria;Österreichische Volkspartei (Austria);"Austria
						 
							 - Österreichische Volkspartei (Austria)"
197498;HomeRobert BIEDROŃ;https://www.europarl.europa.eu/meps/en/197498;robert.biedron@europarl.europa.eu;https://twitter.com/robertbiedron;robertbiedron;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Poland;Nowa Lewica (Poland);"Poland
						 
							 - Nowa Lewica (Poland)"
23788;HomeAdam BIELAN;https://www.europarl.europa.eu/meps/en/23788;adam.bielan@europarl.europa.eu;http://twitter.com/AdamBielan;AdamBielan;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
197435;HomeGabriele BISCHOFF;https://www.europarl.europa.eu/meps/en/197435;gabriele.bischoff@europarl.europa.eu;https://twitter.com/gabischoff;gabischoff;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
257005;HomeĽuboš BLAHA;https://www.europarl.europa.eu/meps/en/257005;lubos.blaha@europarl.europa.eu;;;Non-attached Members;Slovakia;SMER-Sociálna demokracia (Slovakia);"Slovakia
						 
							 - SMER-Sociálna demokracia (Slovakia)"
96681;HomeVilija BLINKEVIČIŪTĖ;https://www.europarl.europa.eu/meps/en/96681;vilija.blinkeviciute@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Lithuania;Lietuvos socialdemokratų partija (Lithuania);"Lithuania
						 
							 - Lietuvos socialdemokratų partija (Lithuania)"
256998;HomeRachel BLOM;https://www.europarl.europa.eu/meps/en/256998;rachel.blom@europarl.europa.eu;;;Patriots for Europe Group;Netherlands;Partij voor de Vrijheid (Netherlands);"Netherlands
						 
							 - Partij voor de Vrijheid (Netherlands)"
197449;HomeMichael BLOSS;https://www.europarl.europa.eu/meps/en/197449;michael.bloss@europarl.europa.eu;https://twitter.com/micha_bloss;micha_bloss;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
257073;HomeTobiasz BOCHEŃSKI;https://www.europarl.europa.eu/meps/en/257073;tobiasz.bochenski@europarl.europa.eu;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
197439;HomeDamian BOESELAGER;https://www.europarl.europa.eu/meps/en/197439;damian.boeselager@europarl.europa.eu;https://twitter.com/d_boeselager;d_boeselager;Group of the Greens/European Free Alliance;Germany;Volt (Germany);"Germany
						 
							 - Volt (Germany)"
197636;HomeIoan-Rareş BOGDAN;https://www.europarl.europa.eu/meps/en/197636;ioan-rares.bogdan@europarl.europa.eu;;;Group of the European People's Party (Christian Democrats);Romania;Partidul Naţional Liberal (Romania);"Romania
						 
							 - Partidul Naţional Liberal (Romania)"
257108;HomeStefano BONACCINI;https://www.europarl.europa.eu/meps/en/257108;stefano.bonaccini@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
256881;HomeBarbara BONTE;https://www.europarl.europa.eu/meps/en/256881;barbara.bonte@europarl.europa.eu;https://x.com/Barbarabonte;Barbarabonte;Patriots for Europe Group;Belgium;Vlaams Belang (Belgium);"Belgium
						 
							 - Vlaams Belang (Belgium)"
101039;HomePaolo BORCHIA;https://www.europarl.europa.eu/meps/en/101039;paolo.borchia@europarl.europa.eu;https://twitter.com/paoloborchia?lang=en;paoloborchia;Patriots for Europe Group;Italy;Lega (Italy);"Italy
						 
							 - Lega (Italy)"
257024;HomeMireia BORRÁS PABÓN;https://www.europarl.europa.eu/meps/en/257024;mireia.borras@europarl.europa.eu;https://twitter.com/_mireiaborras/status/1786708088570929481;_mireiaborras;Patriots for Europe Group;Spain;VOX (Spain);"Spain
						 
							 - VOX (Spain)"
257457;HomeZsuzsanna BORVENDÉG;https://www.europarl.europa.eu/meps/en/257457;zsuzsanna.borvendeg@europarl.europa.eu;;;Europe of Sovereign Nations Group;Hungary;Mi Hazánk Mozgalom (Hungary);"Hungary
						 
							 - Mi Hazánk Mozgalom (Hungary)"
112748;HomeBiljana BORZAN;https://www.europarl.europa.eu/meps/en/112748;biljana.borzan@europarl.europa.eu;https://twitter.com/BiljanaBorzan;BiljanaBorzan;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Croatia;Socijaldemokratska partija Hrvatske (Croatia);"Croatia
						 
							 - Socijaldemokratska partija Hrvatske (Croatia)"
256995;HomeGordan BOSANAC;https://www.europarl.europa.eu/meps/en/256995;gordan.bosanac@europarl.europa.eu;https://x.com/GordanBosanac;GordanBosanac;Group of the Greens/European Free Alliance;Croatia;Možemo! (Croatia);"Croatia
						 
							 - Možemo! (Croatia)"
256945;HomeIrmhild BOẞDORF;https://www.europarl.europa.eu/meps/en/256945;irmhild.bossdorf@europarl.europa.eu;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
257020;HomeStine BOSSE;https://www.europarl.europa.eu/meps/en/257020;stine.bosse@europarl.europa.eu;https://x.com/BosseStine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;BosseStine;Renew Europe Group;Denmark;Moderaterne (Denmark);"Denmark
						 
							 - Moderaterne (Denmark)"
187917;HomeMarc BOTENGA;https://www.europarl.europa.eu/meps/en/187917;marcjohan.botenga@europarl.europa.eu;https://www.twitter.com/botengam;botengam;The Left group in the European Parliament - GUE/NGL;Belgium;PVDA-PTB (Belgium);"Belgium
						 
							 - PVDA-PTB (Belgium)"
197577;HomeGilles BOYER;https://www.europarl.europa.eu/meps/en/197577;gilles.boyer@europarl.europa.eu;https://twitter.com/gillesboyer;gillesboyer;Renew Europe Group;France;Horizons (France);"France
						 
							 - Horizons (France)"
124984;HomeLynn BOYLAN;https://www.europarl.europa.eu/meps/en/124984;lynn.boylan@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Ireland;Sinn Féin (Ireland);"Ireland
						 
							 - Sinn Féin (Ireland)"
256841;HomeHelmut BRANDSTÄTTER;https://www.europarl.europa.eu/meps/en/256841;helmut.brandstaetter@europarl.europa.eu;;;Renew Europe Group;Austria;NEOS – Das Neue Österreich (Austria);"Austria
						 
							 - NEOS – Das Neue Österreich (Austria)"
256878;HomeMarie-Luce BRASIER-CLAIN;https://www.europarl.europa.eu/meps/en/256878;marie-luce.brasier-clain@europarl.europa.eu;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
257067;HomeGrzegorz BRAUN;https://www.europarl.europa.eu/meps/en/257067;grzegorz.braun@europarl.europa.eu;;;Non-attached Members;Poland;Konfederacja Korony Polskiej (Poland);"Poland
						 
							 - Konfederacja Korony Polskiej (Poland)"
251324;HomeKrzysztof BREJZA;https://www.europarl.europa.eu/meps/en/251324;krzysztof.brejza@europarl.europa.eu;https://x.com/krzysztofbrejza;krzysztofbrejza;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
197470;HomeSaskia BRICMONT;https://www.europarl.europa.eu/meps/en/197470;saskia.bricmont@europarl.europa.eu;https://x.com/saskiabricmont;saskiabricmont;Group of the Greens/European Free Alliance;Belgium;Ecologistes Confédérés pour l'Organisation de Luttes Originales (Belgium);"Belgium
						 
							 - Ecologistes Confédérés pour l'Organisation de Luttes Originales (Belgium)"
204129;HomeNikolina BRNJAC;https://www.europarl.europa.eu/meps/en/204129;nikolina.brnjac@europarl.europa.eu;https://x.com/NBrnjac;NBrnjac;Group of the European People's Party (Christian Democrats);Croatia;Hrvatska demokratska zajednica (Croatia);"Croatia
						 
							 - Hrvatska demokratska zajednica (Croatia)"
197501;HomeJoachim Stanisław BRUDZIŃSKI;https://www.europarl.europa.eu/meps/en/197501;joachim.brudzinski@europarl.europa.eu;https://twitter.com/jbrudzinski;jbrudzinski;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
257064;HomeAnna BRYŁKA;https://www.europarl.europa.eu/meps/en/257064;anna.brylka@europarl.europa.eu;;;Patriots for Europe Group;Poland;Konfederacja Wolność i Niepodległość (Poland);"Poland
						 
							 - Konfederacja Wolność i Niepodległość (Poland)"
128483;HomeMarkus BUCHHEIT;https://www.europarl.europa.eu/meps/en/128483;markus.buchheit@europarl.europa.eu;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
257072;HomeTomasz BUCZEK;https://www.europarl.europa.eu/meps/en/257072;tomasz.buczek@europarl.europa.eu;;;Patriots for Europe Group;Poland;Konfederacja Wolność i Niepodległość (Poland);"Poland
						 
							 - Konfederacja Wolność i Niepodległość (Poland)"
125012;HomeDaniel BUDA;https://www.europarl.europa.eu/meps/en/125012;daniel.buda@europarl.europa.eu;https://twitter.com/MEPDanielBuda;MEPDanielBuda;Group of the European People's Party (Christian Democrats);Romania;Partidul Naţional Liberal (Romania);"Romania
						 
							 - Partidul Naţional Liberal (Romania)"
99878;HomeWaldemar BUDA;https://www.europarl.europa.eu/meps/en/99878;waldemar.buda@europarl.europa.eu;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
257047;HomeBorys BUDKA;https://www.europarl.europa.eu/meps/en/257047;borys.budka@europarl.europa.eu;https://x.com/bbudka;bbudka;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
257081;HomeSebastião BUGALHO;https://www.europarl.europa.eu/meps/en/257081;sebastiao.bugalho@europarl.europa.eu;http://x.com/reis_bugalho;reis_bugalho;Group of the European People's Party (Christian Democrats);Portugal;Partido Social Democrata (Portugal);"Portugal
						 
							 - Partido Social Democrata (Portugal)"
257051;HomeAndrzej BUŁA;https://www.europarl.europa.eu/meps/en/257051;andrzej.bula@europarl.europa.eu;https://x.com/Andrzej_Bula;Andrzej_Bula;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
